date,customer_id,product_category,payment_method,value [USD],time_on_site [Minutes],clicks_in_site
21/11/18,43150,513,paypal,27.58,10.7,6
21/11/18,55594,504,paypal,66.12,31.5,12
21/11/18,25101,502,paypal,139.56,6.7,11
21/11/18,13490,511,credit,117.39,4.8,7
21/11/18,10334,510,credit,132.35,16.4,17
21/11/18,44025,511,credit,105.48,32.5,9
21/11/18,34128,502,paypal,62.1,15.3,8
21/11/18,34012,503,credit,110.17,72.9,12
21/11/18,55014,512,credit,17.01,21.1,6
21/11/18,37871,505,paypal,321.85,54.6,21
21/11/18,18863,503,paypal,504.67,46.2,17
21/11/18,35270,506,paypal,426.24,26.3,48
21/11/18,59039,504,credit,17.15,11.5,7
21/11/18,35184,507,credit,10.99,14.9,7
21/11/18,44041,513,paypal,311.02,21.1,6
21/11/18,57347,503,credit,272.51,33.5,21
21/11/18,44079,505,credit,198.47,18.3,15
21/11/18,25661,511,credit,788.29,76.4,77
21/11/18,44062,508,credit,145.61,24.6,7
21/11/18,54526,513,paypal,362.44,44.8,10
21/11/18,39981,503,paypal,52.31,14.7,10
21/11/18,59967,510,credit,329.16,30,19
21/11/18,25491,512,credit,158.97,33.3,9
21/11/18,35434,505,paypal,314.55,30.8,31
21/11/18,32081,508,paypal,44.43,5,9
21/11/18,22514,511,credit,149.11,15.3,19
21/11/18,48884,504,paypal,388.46,21.3,31
21/11/18,54178,506,paypal,109.63,25.2,13
21/11/18,31342,514,paypal,9.98,11.2,6
21/11/18,51959,513,paypal,97.25,3.2,11
21/11/18,57327,508,credit,61.59,23.7,10
21/11/18,30443,503,credit,326.62,30.3,32
21/11/18,59887,502,credit,697.62,53.8,29
21/11/18,57755,503,paypal,125.81,5.5,9
21/11/18,35098,506,paypal,442.58,14.5,12
21/11/18,38164,510,credit,34.37,21.7,7
21/11/18,36753,501,credit,60.52,13.3,9
21/11/18,43759,512,paypal,241.27,20.8,19
21/11/18,12749,506,credit,82.88,9.1,12
21/11/18,40106,507,credit,57.41,6.8,8
21/11/18,10361,508,credit,285.26,51.7,7
21/11/18,12393,502,credit,565.21,61.4,28
21/11/18,22143,503,paypal,12.93,51.4,6
21/11/18,19619,508,paypal,364.49,11.2,16
21/11/18,38140,510,paypal,166.2,14.6,16
21/11/18,45762,501,paypal,115.99,16.2,10
21/11/18,49258,513,credit,301.31,29.4,8
21/11/18,13466,501,paypal,73.68,8.9,8
21/11/18,30137,505,paypal,235.55,28.1,13
21/11/18,51050,504,credit,186.88,22.9,23
21/11/18,48519,515,credit,479.47,21.5,40
21/11/18,31185,515,paypal,499.14,16.8,16
21/11/18,27137,514,credit,95.28,22.7,8
21/11/18,22633,504,credit,88.92,17.5,15
21/11/18,26121,511,credit,2.23,2.6,6
21/11/18,51384,510,credit,197.21,35.9,8
21/11/18,42547,511,paypal,212.37,22.3,13
21/11/18,57455,507,paypal,161.55,9.9,21
21/11/18,13580,503,paypal,126.18,21.9,13
21/11/18,58810,512,paypal,219.61,5.9,15
21/11/18,41688,510,paypal,9.7,44.5,6
21/11/18,20809,507,credit,425.23,49.5,10
21/11/18,34874,509,paypal,411.3,6.9,33
21/11/18,57611,509,paypal,123.08,34.5,18
21/11/18,28600,515,credit,793.85,88,16
21/11/18,50021,509,credit,49.97,11.9,9
21/11/18,17368,502,paypal,72.19,11.4,9
21/11/18,47242,513,credit,92.15,13.5,8
21/11/18,30401,505,credit,182.92,18.2,16
21/11/18,11406,508,paypal,141.89,15.8,8
21/11/18,41737,511,credit,583.36,48.4,14
21/11/18,37472,510,paypal,404.66,41.6,24
21/11/18,46217,510,paypal,174.9,23.7,20
21/11/18,48872,509,credit,477.77,75.6,49
21/11/18,27554,504,paypal,136.33,32.2,18
21/11/18,48266,509,credit,108.19,37.1,7
21/11/18,11653,509,credit,118.98,3.8,17
21/11/18,59362,503,paypal,202.99,12,19
21/11/18,22022,506,credit,4.31,10.5,6
21/11/18,25949,515,credit,18.69,4.8,7
21/11/18,30457,503,credit,191.06,22.3,21
21/11/18,33894,501,paypal,30.51,46.1,7
21/11/18,49478,511,credit,122.15,16.3,16
21/11/18,30172,506,credit,219.92,26.2,18
21/11/18,56619,503,credit,183.23,55.7,15
21/11/18,43128,515,paypal,21.55,40,8
21/11/18,44275,505,paypal,4.49,4.3,6
21/11/18,10720,504,paypal,17.88,5.7,7
21/11/18,48686,504,paypal,114.75,9.8,12
21/11/18,32771,513,paypal,267.41,51.8,8
21/11/18,40426,511,paypal,266.03,21.5,13
21/11/18,33116,509,paypal,10.45,4,6
21/11/18,37095,512,paypal,370.26,41.1,28
21/11/18,26403,514,paypal,1020.56,46.4,85
21/11/18,21385,507,credit,4.33,2.4,6
21/11/18,37583,503,paypal,130.62,13.9,16
21/11/18,16687,505,credit,546.26,22.2,56
21/11/18,30705,507,paypal,308.77,41.9,17
21/11/18,18272,509,paypal,8.35,22.7,6
21/11/18,14931,513,paypal,53.13,5.1,7
21/11/18,45731,510,credit,65.47,10.3,9
21/11/18,56141,513,paypal,34.55,14,7
21/11/18,36086,510,paypal,259.39,23.2,26
21/11/18,32581,510,credit,418.75,32,36
21/11/18,12941,503,credit,403.74,32.2,9
21/11/18,44810,503,paypal,33.63,26.9,8
21/11/18,53799,509,credit,56.14,15.3,11
21/11/18,37009,508,paypal,112.1,10.2,14
21/11/18,55599,511,credit,88.62,4.6,11
21/11/18,40769,513,paypal,6.93,19.2,6
21/11/18,34964,504,credit,48.1,6.3,9
21/11/18,31058,503,credit,125.46,11,14
21/11/18,56538,501,paypal,264.93,26.8,8
21/11/18,43137,513,paypal,136.64,20.1,9
21/11/18,56900,514,credit,177.55,16.1,10
21/11/18,43072,515,paypal,478.74,74,7
21/11/18,58013,505,paypal,44.67,16.1,10
21/11/18,24965,509,credit,287.42,44.7,14
21/11/18,59650,503,paypal,20.74,4.3,6
21/11/18,38574,502,paypal,143.43,17.3,12
21/11/18,43712,511,paypal,9.87,38.6,7
21/11/18,21287,502,paypal,152.32,47.3,19
21/11/18,52829,514,paypal,163.02,17.4,10
21/11/18,50676,515,credit,173.16,27.9,13
21/11/18,11218,508,paypal,402.56,56.9,42
21/11/18,15528,503,paypal,195.09,27.8,26
21/11/18,47381,515,paypal,78.16,34.5,12
21/11/18,35191,502,credit,71.86,5.6,9
21/11/18,34641,502,paypal,378.84,71,38
21/11/18,31228,515,paypal,221.87,39.4,16
21/11/18,18793,510,paypal,807.33,43.6,33
21/11/18,11508,506,paypal,332.74,31.6,35
21/11/18,31754,503,credit,496.66,41.7,12
21/11/18,41685,506,credit,419.14,47.7,19
21/11/18,44303,513,credit,366.56,31.8,9
21/11/18,51169,514,paypal,97.07,8.3,9
21/11/18,18893,503,paypal,245.47,43.2,14
21/11/18,19262,510,credit,34.32,69.8,6
21/11/18,54177,501,paypal,586.14,31.3,50
21/11/18,15219,509,paypal,72.88,6.3,12
21/11/18,35110,508,paypal,42,28.3,10
21/11/18,25572,503,paypal,498.47,27.8,49
21/11/18,40002,511,paypal,22.42,13,6
21/11/18,15413,510,paypal,208.01,40.9,16
21/11/18,48587,513,credit,86.59,61.9,7
21/11/18,21759,509,credit,68.38,14.1,8
21/11/18,23803,508,credit,135.49,12.5,16
21/11/18,24526,512,paypal,11.83,7.4,6
21/11/18,35729,510,credit,141.35,29.1,8
21/11/18,12903,510,paypal,76.79,20.3,9
21/11/18,32783,504,paypal,404.82,45.4,34
21/11/18,53084,508,paypal,362.43,21.8,19
21/11/18,25887,512,credit,27.99,7.6,9
21/11/18,53778,512,credit,77.7,21.3,6
21/11/18,13994,511,paypal,31.33,11.2,8
21/11/18,13303,504,paypal,111.8,7,11
21/11/18,12628,511,credit,74.13,15.1,12
21/11/18,16944,515,credit,432.23,55.7,31
21/11/18,19527,506,credit,409.8,24.1,29
21/11/18,36491,515,credit,277.94,16.4,31
21/11/18,57023,514,credit,264.25,19.9,22
21/11/18,48613,514,credit,153.68,17,14
21/11/18,35867,512,credit,167.67,14.5,16
21/11/18,10404,505,paypal,50.19,9,9
21/11/18,49079,501,paypal,89.55,21.2,14
21/11/18,59539,506,credit,7.64,3.4,6
21/11/18,49159,501,paypal,85.45,13.3,9
21/11/18,40903,505,credit,137.88,13.1,11
21/11/18,20739,510,credit,81.79,31,13
21/11/18,28663,508,credit,174.34,18.1,22
21/11/18,17059,509,credit,218.27,24,23
21/11/18,52940,502,credit,18.68,10.9,7
21/11/18,15967,509,credit,129.13,28.8,14
21/11/18,42980,509,paypal,158.23,11.7,16
21/11/18,13594,507,credit,158.61,22.3,9
21/11/18,34326,501,paypal,93.87,35.1,13
21/11/18,26318,503,paypal,138.83,13.2,10
21/11/18,13782,508,paypal,65.13,35.3,11
21/11/18,47431,513,credit,64.16,20.5,6
21/11/18,45952,502,credit,0.9,21.2,6
21/11/18,20349,506,credit,39.37,66.2,7
21/11/18,40383,502,credit,35.03,10.8,6
21/11/18,53285,504,paypal,557.65,62.3,51
21/11/18,57076,515,credit,142.5,29.8,17
21/11/18,38250,514,paypal,667.79,13.6,68
21/11/18,38308,512,credit,686.61,5.7,66
21/11/18,33482,512,paypal,462.04,29.7,20
21/11/18,49769,504,paypal,46.92,5.2,10
21/11/18,14590,507,paypal,155.36,23.6,7
21/11/18,20975,510,credit,166.01,22.9,16
21/11/18,18657,503,credit,8.93,30.5,6
21/11/18,19481,501,paypal,119.2,22.6,8
21/11/18,12302,502,credit,161.75,19.8,12
21/11/18,15000,513,paypal,171.6,16.4,18
21/11/18,44110,501,credit,56.36,14.3,7
21/11/18,40658,513,credit,767.56,72.1,50
21/11/18,13454,507,credit,375.68,10.2,39
21/11/18,20421,508,credit,175.01,18.6,8
21/11/18,36112,501,paypal,20.08,52.1,7
21/11/18,18664,507,credit,352.04,34.9,25
21/11/18,31481,506,credit,40.94,19.3,6
21/11/18,51369,506,credit,83.99,16.8,6
21/11/18,35921,504,credit,148.39,6.1,17
21/11/18,18510,513,credit,0.19,3.5,6
21/11/18,26275,504,credit,72.66,25.1,7
21/11/18,45102,506,paypal,106.39,3.8,7
21/11/18,57970,511,credit,283.28,26.6,9
21/11/18,31948,506,credit,177.58,15.7,7
21/11/18,13911,504,paypal,237.14,22.5,21
21/11/18,37310,514,paypal,198.29,18.2,10
21/11/18,35185,509,credit,431.36,25.1,30
21/11/18,16652,510,credit,80.82,11.5,13
21/11/18,30374,506,credit,155.46,19,7
21/11/18,30205,507,paypal,12.12,23.1,7
21/11/18,30473,512,credit,189.68,30.6,9
21/11/18,19811,507,paypal,366.64,25,41
21/11/18,39996,508,credit,0.6,11.3,6
21/11/18,40931,515,paypal,365.79,33.2,10
21/11/18,21157,515,paypal,42.34,35.5,8
21/11/18,23647,513,credit,21.01,26.8,7
21/11/18,29300,512,paypal,131.69,31.1,12
21/11/18,53988,514,paypal,100.23,13,7
21/11/18,38723,507,paypal,634.32,67.8,34
21/11/18,53251,501,paypal,66.83,15.5,9
21/11/18,30022,512,paypal,60.6,49.5,7
21/11/18,15641,502,paypal,175.37,17.2,14
21/11/18,47782,514,paypal,80.71,3.3,13
21/11/18,38887,512,credit,68.72,32.8,11
21/11/18,30534,514,credit,73.61,9.4,6
21/11/18,39856,505,paypal,731.18,96.9,9
21/11/18,12486,503,paypal,131.42,28.2,11
21/11/18,39550,506,paypal,63.51,38.2,9
21/11/18,40278,512,paypal,226.25,43.1,28
21/11/18,41377,508,paypal,285.45,21.6,13
21/11/18,26993,505,credit,3.75,8.8,6
21/11/18,16310,513,paypal,198.6,18.7,17
21/11/18,35075,505,credit,281.36,24.5,23
21/11/18,49833,507,credit,298.46,29.1,25
21/11/18,28392,503,credit,118.53,16.3,14
21/11/18,55403,512,credit,212.37,38.3,9
21/11/18,57365,505,credit,46.15,10.4,9
21/11/18,17882,513,credit,140.81,13.2,13
21/11/18,13507,502,credit,64.83,14,11
21/11/18,48702,504,credit,265.84,21.9,17
21/11/18,37915,513,credit,1.62,19.9,6
21/11/18,44101,511,credit,182.98,19.4,15
21/11/18,37148,513,paypal,313.96,44.6,19
21/11/18,18628,503,paypal,91.48,8.5,10
21/11/18,47667,512,paypal,165.47,51.7,10
21/11/18,40871,506,credit,143.92,42.3,16
21/11/18,11929,502,paypal,297.13,20.4,17
21/11/18,53901,507,paypal,279.19,14.3,10
21/11/18,52704,511,paypal,55.36,5,7
21/11/18,41825,506,credit,478.5,18.9,13
21/11/18,55816,509,credit,54.35,18.6,8
21/11/18,43659,503,paypal,202.81,24.5,16
21/11/18,30748,505,paypal,296.42,31.3,33
21/11/18,16819,502,paypal,50.86,16.7,7
21/11/18,47417,510,paypal,41.27,33.6,8
21/11/18,49512,505,paypal,251.89,54.3,23
21/11/18,27311,507,paypal,137.35,10.5,18
21/11/18,21397,515,paypal,375.52,35.8,22
21/11/18,45100,502,credit,358.84,32,32
21/11/18,17177,514,credit,294.95,26,0
21/11/18,53692,508,paypal,44.47,2.9,6
21/11/18,10286,501,credit,263.65,10.1,22
21/11/18,43607,513,paypal,76.38,17.3,12
21/11/18,40697,502,credit,3.1,20.1,6
21/11/18,53444,513,paypal,15.65,6.6,7
21/11/18,43704,514,credit,406.2,47.8,43
21/11/18,18517,509,paypal,88.39,25.1,9
21/11/18,23605,507,credit,857.12,78.3,39
21/11/18,32402,514,credit,400.67,11.4,14
21/11/18,18181,515,paypal,56.73,11.8,9
21/11/18,43870,505,paypal,45.62,20.2,9
21/11/18,45562,501,paypal,11.83,83.1,7
21/11/18,32043,513,credit,234.23,13.5,17
21/11/18,41492,510,credit,251.5,40.6,15
21/11/18,46252,512,credit,43.61,9.3,8
21/11/18,58724,514,paypal,333.92,21.6,19
21/11/18,51790,503,paypal,53.15,11.2,10
21/11/18,15851,515,credit,213.25,61.2,19
21/11/18,28359,507,paypal,119.34,9.6,0
21/11/18,54433,514,credit,105.8,28.2,10
21/11/18,12487,509,credit,246.65,30.8,28
21/11/18,31765,511,paypal,38.91,10.3,8
21/11/18,36465,504,credit,292.92,37.3,0
21/11/18,59534,508,credit,0.3,26.3,6
21/11/18,35688,505,paypal,22.93,29.6,6
21/11/18,32401,504,credit,216.12,83.3,0
21/11/18,23525,503,credit,617.53,54.4,17
21/11/18,40288,504,credit,151.31,36.7,17
21/11/18,26161,512,paypal,181.89,32.5,13
21/11/18,25479,507,credit,73.45,7.6,7
21/11/18,11610,515,credit,797.49,46.6,7
21/11/18,51808,513,paypal,96.64,7.8,14
21/11/18,18981,509,credit,25.49,34.2,0
21/11/18,47956,510,paypal,101.62,32.1,15
21/11/18,56129,506,paypal,367.12,24.6,16
21/11/18,20083,508,paypal,44.45,7.7,8
21/11/18,53436,515,paypal,173.38,15.3,20
21/11/18,19654,501,paypal,146.16,22.2,18
21/11/18,13388,503,credit,73.72,9.2,13
21/11/18,25852,508,paypal,54.68,35.3,7
21/11/18,33188,503,credit,42.67,18.6,10
21/11/18,45080,504,credit,8.29,19,6
21/11/18,24654,502,paypal,320.41,10.7,32
21/11/18,17852,511,paypal,60.11,31.3,11
21/11/18,28971,501,paypal,12.64,4.7,0
21/11/18,51722,512,paypal,22.88,19.7,8
21/11/18,47201,501,credit,175.01,33.6,19
21/11/18,25729,508,credit,167.84,17.6,0
21/11/18,56735,501,paypal,25.32,56.3,7
21/11/18,21759,505,credit,128.83,25.2,14
21/11/18,13243,506,credit,5.11,7,7
21/11/18,59917,507,paypal,71.9,10,11
21/11/18,35324,508,paypal,16.94,5.3,7
21/11/18,59378,503,credit,92.4,32.4,8
21/11/18,13136,505,credit,168.99,10.8,17
21/11/18,59206,511,paypal,615.28,44.2,13
21/11/18,30414,515,paypal,562.83,31.4,23
21/11/18,29645,512,paypal,47.31,17.7,0
21/11/18,35599,507,credit,72.17,28.7,11
21/11/18,29264,503,credit,1.42,7.2,6
21/11/18,56102,504,paypal,336.58,22,0
21/11/18,54850,505,credit,68.27,8.1,6
21/11/18,48912,509,credit,59.33,18.3,0
21/11/18,12315,504,paypal,170.79,18.8,20
21/11/18,47302,513,paypal,45.32,47.2,7
21/11/18,50196,514,paypal,194.2,24.4,14
21/11/18,49482,512,paypal,45.18,10.3,10
21/11/18,34096,508,paypal,64.95,12,10
21/11/18,41253,512,paypal,195.29,9.1,11
21/11/18,14485,501,credit,647.56,63.7,47
21/11/18,53345,506,paypal,106.26,35.9,7
21/11/18,17870,502,paypal,154.17,32.4,20
21/11/18,44390,514,credit,63.04,44.9,7
21/11/18,42401,505,credit,208.35,55.9,7
21/11/18,55584,503,credit,164.32,22.9,8
21/11/18,31289,505,credit,32.81,6.8,7
21/11/18,53691,507,credit,29,8.1,9
21/11/18,56040,503,paypal,21.12,16.6,8
21/11/18,26729,514,paypal,261.89,15.7,26
21/11/18,29358,503,paypal,493.93,34.9,39
21/11/18,52667,504,credit,180.27,13.8,22
21/11/18,12940,503,credit,290.98,12.7,31
21/11/18,38477,501,paypal,16.8,15.5,7
21/11/18,49045,511,paypal,25.03,2.3,7
21/11/18,55528,510,paypal,96.45,28.3,11
21/11/18,24932,509,credit,222.22,72.3,17
21/11/18,11293,510,paypal,438.19,84.2,6
21/11/18,28507,503,paypal,387.17,36.1,19
21/11/18,49958,505,paypal,402.64,38.2,9
21/11/18,57659,502,paypal,59.46,32.2,10
21/11/18,39698,507,paypal,29.33,8.4,7
21/11/18,38539,508,credit,24.68,11.9,8
21/11/18,20957,511,paypal,69.65,7,12
21/11/18,15711,511,paypal,37.62,27.3,6
21/11/18,13641,515,credit,77.58,23,9
21/11/18,54148,514,paypal,149.16,18.7,8
21/11/18,20905,510,credit,236.57,14.5,20
21/11/18,31825,502,paypal,61.17,17,10
21/11/18,35910,502,paypal,51.82,7.8,7
21/11/18,11984,513,credit,94.04,21,7
21/11/18,53450,510,credit,299.14,31.3,12
21/11/18,23669,501,credit,817.94,34,36
21/11/18,49973,507,paypal,31.61,3.8,9
21/11/18,23930,508,paypal,50.06,26.1,8
21/11/18,35661,511,paypal,13.43,4.8,7
21/11/18,28906,501,credit,161.21,11.2,13
21/11/18,56721,507,credit,224.24,39.3,8
21/11/18,34874,511,paypal,21.93,4.8,7
21/11/18,56812,508,paypal,60.78,27.2,7
21/11/18,49414,514,credit,45.13,10,7
21/11/18,58606,514,credit,27.78,23.7,9
21/11/18,28201,513,paypal,119.69,30.2,10
21/11/18,52092,502,credit,73.56,4.9,12
21/11/18,37895,507,paypal,56.14,6,10
21/11/18,32416,504,credit,56.9,31,10
21/11/18,56380,505,paypal,20.09,6.7,8
21/11/18,25839,504,credit,9.59,17.4,7
21/11/18,21699,513,credit,38.26,10.9,9
21/11/18,26129,503,credit,79.49,8.2,13
21/11/18,57807,510,paypal,7.56,12,7
21/11/18,40680,513,credit,4.74,15.6,6
21/11/18,43392,505,credit,161.22,24.1,16
21/11/18,51763,507,credit,28.82,7.9,7
21/11/18,25112,509,paypal,547.74,15.5,54
21/11/18,53541,514,credit,138.74,18.1,14
21/11/18,19544,504,paypal,56.93,10.9,11
21/11/18,56035,502,paypal,2.74,7.5,6
21/11/18,56170,502,paypal,166.03,24.4,16
21/11/18,22927,507,paypal,43.79,4.8,10
21/11/18,59991,507,credit,16.79,6.2,7
21/11/18,48269,510,paypal,287.93,36.4,8
21/11/18,59828,506,credit,156.79,38.1,18
21/11/18,10577,514,paypal,127.54,27.5,9
21/11/18,18868,502,credit,522.75,153.7,31
21/11/18,54448,502,paypal,64.88,60.5,6
21/11/18,38232,506,paypal,181.1,17.4,18
21/11/18,25858,511,credit,40.19,10.1,8
21/11/18,12489,508,credit,359,11.4,19
21/11/18,26591,510,paypal,71.38,14.5,11
21/11/18,29568,503,paypal,134.57,12.8,8
21/11/18,23899,507,paypal,49.14,5.1,9
21/11/18,13930,506,paypal,31.28,7.1,9
21/11/18,45576,506,credit,44.89,24.1,9
21/11/18,54477,512,credit,57.24,15,11
21/11/18,53553,515,paypal,244.62,31.1,6
21/11/18,23224,507,credit,85.71,5,8
21/11/18,38428,509,paypal,130.6,23.8,9
21/11/18,39476,510,credit,4.69,22.8,6
21/11/18,11426,508,credit,142.99,8.9,15
21/11/18,17282,512,credit,679.43,18.7,46
21/11/18,53182,506,credit,286.52,29.8,33
21/11/18,54589,512,credit,815.15,11,15
21/11/18,11144,515,paypal,121.7,27.3,16
21/11/18,22996,509,paypal,103.73,33.1,12
21/11/18,41089,502,paypal,35.71,11.2,7
21/11/18,14622,514,credit,676.79,21.9,42
21/11/18,59215,514,paypal,60.21,37.2,7
21/11/18,51792,514,paypal,339.89,14.7,15
21/11/18,33912,503,paypal,39.79,8,8
21/11/18,30800,505,credit,48.56,8.1,7
21/11/18,42418,512,credit,45.58,7.9,8
21/11/18,42205,510,credit,178.67,13.9,18
21/11/18,14489,512,paypal,642.16,75.4,53
21/11/18,56484,511,paypal,136.38,21,16
21/11/18,26498,505,paypal,1.47,20.9,6
21/11/18,17049,512,credit,51.64,9.2,8
21/11/18,40292,507,paypal,273.56,47.7,19
21/11/18,37691,507,paypal,126.86,12.1,6
21/11/18,33036,513,credit,95.84,10.8,7
21/11/18,41427,515,paypal,94.4,10.7,12
21/11/18,56778,509,paypal,105.68,53.3,8
21/11/18,35830,510,paypal,265.49,46.9,10
21/11/18,16713,515,paypal,101.46,26.6,14
21/11/18,26317,510,credit,87.16,9.7,13
21/11/18,49630,506,credit,185.19,10.4,10
21/11/18,28045,503,credit,61.62,16.7,6
21/11/18,36030,505,paypal,48.82,7,10
21/11/18,29780,504,paypal,82.66,26.9,12
21/11/18,52457,503,credit,8.82,44,6
21/11/18,13783,506,paypal,343.19,22.5,20
21/11/18,42657,511,paypal,71.11,11.2,9
21/11/18,13077,505,credit,64.3,32.2,11
21/11/18,42596,513,credit,154.78,20.8,11
21/11/18,53814,504,credit,22.29,12.3,6
21/11/18,56484,507,paypal,30.48,19.6,8
21/11/18,13578,512,paypal,204.49,2.7,16
21/11/18,39684,504,credit,110.89,51.4,17
21/11/18,32966,514,paypal,116.75,68.7,12
21/11/18,22988,508,paypal,59.51,33.7,7
21/11/18,55821,501,paypal,451.89,20.9,44
21/11/18,13173,504,paypal,55.81,15.5,11
21/11/18,39436,515,credit,732.31,25.8,41
21/11/18,46625,509,paypal,235.81,27.7,29
21/11/18,58858,511,credit,197.09,27.9,17
21/11/18,26292,508,paypal,189.25,86.8,12
21/11/18,28208,506,paypal,706.71,69.3,69
21/11/18,14687,504,credit,68.7,17,12
21/11/18,30377,511,paypal,101.76,7.4,12
21/11/18,12594,504,credit,41.49,14.9,9
21/11/18,45038,515,paypal,12.49,22.3,7
21/11/18,40750,505,credit,162.53,26.6,12
21/11/18,27515,505,credit,31.13,12.7,9
21/11/18,17769,501,credit,143.35,12.7,8
21/11/18,11582,512,paypal,53.41,13.7,7
21/11/18,12508,515,credit,193.89,23.4,17
21/11/18,15216,510,credit,120.3,11.3,15
21/11/18,10065,510,credit,192.03,20.1,17
21/11/18,52759,515,paypal,99.29,11.4,12
21/11/18,35517,511,paypal,65.8,26.3,8
21/11/18,39929,509,paypal,24.82,18,8
21/11/18,39740,508,paypal,87.06,12.2,8
21/11/18,59437,515,paypal,43.92,12.1,9
21/11/18,39726,510,paypal,270.33,35.4,31
21/11/18,20372,503,paypal,254.29,18.8,20
21/11/18,27358,514,paypal,503.57,67.7,16
21/11/18,48479,512,credit,53.42,8,9
21/11/18,51996,501,credit,211.81,26.3,15
21/11/18,48672,504,credit,400.16,14.5,27
21/11/18,45003,505,paypal,367.66,41.7,16
21/11/18,33928,504,paypal,252.85,80,13
21/11/18,36233,506,credit,238.36,95.9,11
21/11/18,10128,508,paypal,0.68,20.7,6
21/11/18,31903,515,paypal,5.1,5.2,6
21/11/18,15439,504,paypal,54.57,26.5,10
21/11/18,29122,515,credit,46.33,30.6,9
21/11/18,20862,514,credit,151.43,6.1,8
21/11/18,59188,510,credit,6.02,7.6,6
21/11/18,20848,511,credit,78.55,18.5,12
21/11/18,39940,503,credit,79.07,7.4,8
21/11/18,39267,508,paypal,246.69,28.1,11
21/11/18,30719,504,credit,39.82,22.1,7
21/11/18,14302,501,paypal,104.11,27.9,15
21/11/18,16364,505,credit,35.34,44.1,7
21/11/18,14278,514,credit,9.22,31.2,6
21/11/18,28481,511,paypal,63.34,16.9,12
21/11/18,47537,502,credit,106.83,14.4,15
21/11/18,20212,504,credit,66.07,3.1,8
21/11/18,59212,515,paypal,217.47,43.2,18
21/11/18,37801,501,credit,1.9,5.1,6
21/11/18,11582,511,paypal,192.25,17.8,8
21/11/18,20944,502,paypal,180.72,32.4,17
21/11/18,45903,506,paypal,266.83,32.1,27
21/11/18,59983,515,credit,83.12,10.6,12
21/11/18,35990,513,credit,377.36,10.4,43
21/11/18,53842,515,paypal,30.75,2.2,9
21/11/18,53154,511,paypal,154.77,5.5,9
21/11/18,12565,502,paypal,414.24,37.5,15
21/11/18,29141,501,credit,283.66,31.4,10
21/11/18,42795,515,credit,62.26,17.6,7
21/11/18,53559,509,paypal,82.44,24.3,6
21/11/18,53542,515,paypal,18.3,15.3,8
21/11/18,57847,514,credit,660.02,48,7
21/11/18,20978,502,paypal,67.04,21.1,11
21/11/18,42940,511,credit,154.43,7.9,7
21/11/18,11459,502,credit,353.55,30.5,23
21/11/18,16132,514,credit,0.64,39.9,6
21/11/18,46398,504,credit,217.78,9.3,14
21/11/18,59934,502,credit,205.67,30.6,10
21/11/18,28676,512,paypal,64.02,22.6,7
21/11/18,30810,514,credit,375.18,26.4,40
21/11/18,17164,507,paypal,76.02,17.5,8
21/11/18,59798,512,paypal,63.51,21.5,6
21/11/18,33290,512,credit,8.1,4.8,6
21/11/18,17557,510,paypal,50.34,53.4,9
21/11/18,22370,515,paypal,263.32,22,12
21/11/18,39372,507,credit,300.02,21.8,21
21/11/18,14406,506,credit,21.76,55.7,6
21/11/18,33844,512,credit,28.16,4.7,9
21/11/18,51395,509,paypal,2.59,5.1,6
21/11/18,58674,511,credit,151.84,12.7,15
21/11/18,33218,510,paypal,183.75,14.7,21
21/11/18,59231,503,credit,5.16,6.6,6
21/11/18,38121,510,credit,134.8,41,19
21/11/18,44082,506,paypal,220.67,76.6,7
21/11/18,36776,503,paypal,26.49,23.9,9
21/11/18,30874,501,paypal,140.74,29.7,10
21/11/18,13240,511,paypal,533.67,16.7,23
21/11/18,20500,509,credit,119.74,18.3,7
21/11/18,56595,509,credit,368.44,28.6,23
21/11/18,55074,513,paypal,5.03,11.5,6
21/11/18,43363,503,credit,391.05,40.9,24
21/11/18,24309,515,paypal,68.82,6.4,12
21/11/18,32872,510,paypal,23.74,12.4,7
21/11/18,23448,503,credit,172.94,3.8,16
21/11/18,13308,514,credit,33.71,22.1,6
21/11/18,41192,504,credit,21.72,7.3,7
21/11/18,26703,510,credit,67.5,18.5,6
21/11/18,56642,511,credit,64.88,20.2,12
21/11/18,12646,514,paypal,139.46,34.5,9
21/11/18,26393,505,credit,118.96,80,12
21/11/18,44628,506,paypal,9.94,24.4,6
21/11/18,51391,514,credit,11.29,8,7
21/11/18,10027,502,credit,308.93,44.9,30
21/11/18,33490,504,paypal,459.93,20.9,12
21/11/18,36420,504,paypal,136.08,40.5,17
21/11/18,58492,505,paypal,410.25,34.8,22
21/11/18,37817,505,paypal,147.38,16.1,10
21/11/18,29963,506,credit,54.28,21.5,9
21/11/18,14900,510,credit,108.21,13.1,9
21/11/18,57012,511,paypal,112.39,81.8,16
21/11/18,14186,501,paypal,325.59,91.2,33
21/11/18,58740,509,credit,206.98,19.9,18
21/11/18,41828,504,paypal,95.26,14.2,6
21/11/18,23790,515,credit,526.86,47.4,57
21/11/18,14267,504,credit,288.85,46,8
21/11/18,38762,510,credit,147.19,11.3,15
21/11/18,13411,515,paypal,279.4,35.6,32
21/11/18,11862,513,paypal,116.72,23.2,13
21/11/18,38486,514,paypal,234.65,12.4,13
21/11/18,21318,511,paypal,39.98,35.9,9
